30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            30.63241                                          0.18015                                           0.12835                                           -0.08091                                          0.04757                                           -0.01350                                          0.00972                                           0.21171                                           0.05245                                           0.00619                                           -0.01093                                          -0.01691                                          0.14664                                           0.24989                                           -0.16231                                          0.13579                                           0.52987                                           0.52378                                           -0.25171                                          0.53684                                           0.42432                                           0.01353                                           0.13334                                           0.20171                                           0.21080                                           0.06526                                           0.13710                                           1.18960                                           
0.21 0.42                                         30.35350                                          0.15450                                           0.08863                                           -0.02211                                          0.04733                                           0.00097                                           0.00963                                           0.17390                                           0.01703                                           0.00614                                           -0.00920                                          -0.02166                                          0.13272                                           0.26117                                           -0.19276                                          0.14377                                           0.44129                                           0.34610                                           0.01839                                           0.51378                                           0.29502                                           0.01541                                           0.14683                                           0.10486                                           0.20396                                           0.14461                                           0.11345                                           0.97954                                           
0.42 0.63                                         30.14592                                          0.14881                                           0.07883                                           -0.02533                                          0.04768                                           -0.01581                                          0.00942                                           0.16172                                           0.01626                                           0.00610                                           -0.01020                                          0.01636                                           0.13145                                           0.23043                                           -0.16107                                          0.14027                                           0.47616                                           0.43504                                           0.24837                                           0.48863                                           0.22571                                           0.02020                                           0.14614                                           0.15634                                           0.19516                                           0.28941                                           0.10944                                           1.04867                                           
0.63 0.84                                         30.35597                                          0.16096                                           0.09991                                           -0.01340                                          0.04904                                           -0.03417                                          0.00931                                           0.21095                                           0.01750                                           0.00611                                           0.00479                                           -0.00898                                          0.15802                                           0.22342                                           -0.18049                                          0.14322                                           0.53086                                           0.48035                                           0.44568                                           0.46662                                           0.21310                                           0.01535                                           0.14257                                           0.16311                                           0.18332                                           0.30488                                           0.12778                                           1.16238                                           
0.84 1.05                                         29.96268                                          0.16837                                           0.12287                                           0.02330                                           0.05189                                           -0.00011                                          0.00929                                           0.21350                                           0.02699                                           0.00615                                           -0.03236                                          0.01970                                           0.14515                                           0.19633                                           -0.13693                                          0.14591                                           0.45780                                           0.41870                                           0.59730                                           0.43192                                           0.22027                                           0.01624                                           0.13692                                           0.13423                                           0.17234                                           0.13649                                           0.12381                                           1.11502                                           
1.05 1.37                                         28.96863                                          0.12194                                           0.06566                                           0.01949                                           0.05147                                           -0.02801                                          0.00859                                           0.10148                                           0.02965                                           0.00587                                           0.08196                                           0.04871                                           0.16398                                           0.17144                                           -0.14907                                          0.12854                                           0.45518                                           0.43288                                           0.72030                                           0.37770                                           0.21954                                           0.01369                                           0.14433                                           0.14710                                           0.15212                                           0.17322                                           0.10058                                           1.15487                                           
1.37 1.52                                         26.86798                                          0.15254                                           0.04664                                           -0.01555                                          0.05003                                           -0.00031                                          0.00776                                           0.10315                                           0.01522                                           0.00536                                           -0.02059                                          -0.01079                                          0.15848                                           0.18343                                           -0.15498                                          0.15322                                           0.51036                                           0.51446                                           0.74294                                           0.31322                                           0.19284                                           0.01508                                           0.09610                                           0.18574                                           0.13508                                           0.08145                                           0.13721                                           1.19279                                           
1.52 1.74                                         26.74077                                          0.12608                                           0.04252                                           -0.01018                                          0.05293                                           -0.00626                                          0.00764                                           0.08496                                           0.01251                                           0.00532                                           0.02490                                           0.02775                                           0.14806                                           0.15185                                           -0.15141                                          0.15031                                           0.48365                                           0.42152                                           0.77005                                           0.27987                                           0.17788                                           0.01198                                           0.09480                                           0.15753                                           0.13151                                           0.22474                                           0.11441                                           1.15477                                           
1.74 1.95                                         25.94759                                          0.12618                                           0.04240                                           -0.01018                                          0.05645                                           -0.02169                                          0.00752                                           0.09129                                           0.01475                                           0.00509                                           0.02904                                           0.05173                                           0.14962                                           0.14385                                           -0.16765                                          0.14037                                           0.38945                                           0.39516                                           0.75164                                           0.23262                                           0.17213                                           0.01781                                           0.09619                                           0.14597                                           0.13314                                           0.13198                                           0.08702                                           1.06711                                           
1.95 2.18                                         22.70239                                          0.11877                                           0.04094                                           -0.00952                                          0.05491                                           0.00536                                           0.00631                                           0.09300                                           0.01659                                           0.00441                                           0.00788                                           0.03055                                           0.12292                                           0.11761                                           -0.13817                                          0.11645                                           0.48028                                           0.35698                                           0.63228                                           0.16571                                           0.19375                                           0.01074                                           0.09655                                           0.10618                                           0.13594                                           0.10662                                           0.08518                                           0.97831                                           
2.18 2.4                                          20.49625                                          0.11364                                           0.04125                                           0.00673                                           0.05548                                           -0.00099                                          0.00533                                           0.09474                                           0.01462                                           0.00389                                           0.02461                                           0.09919                                           0.11796                                           0.10438                                           -0.11654                                          0.14793                                           0.41157                                           0.28422                                           0.51974                                           0.11192                                           0.26224                                           0.01749                                           0.06581                                           0.07957                                           0.14373                                           0.23167                                           0.09621                                           0.88370                                           
