30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            33.95834                                          0.19787                                           0.16911                                           -0.09340                                          0.04707                                           0.01629                                           0.00326                                           0.21942                                           0.05764                                           0.00551                                           0.00608                                           0.01049                                           0.18522                                           -0.27850                                          -0.13812                                          -0.14682                                          0.14045                                           0.20524                                           0.13382                                           0.18120                                           0.33312                                           0.01548                                           0.03023                                           0.00108                                           0.09428                                           0.24755                                           0.08553                                           0.73903                                           
0.21 0.42                                         33.94010                                          0.17384                                           0.12193                                           -0.07855                                          0.04714                                           0.03335                                           0.00326                                           0.17735                                           0.01977                                           0.00551                                           0.02310                                           -0.00662                                          0.19915                                           -0.24765                                          -0.12426                                          -0.16429                                          0.14872                                           0.04101                                           0.09878                                           0.12617                                           0.23238                                           0.01891                                           0.03400                                           -0.00901                                          0.09143                                           0.12458                                           0.07649                                           0.57885                                           
0.42 0.63                                         33.66769                                          0.17640                                           0.11553                                           -0.06236                                          0.04734                                           -0.00228                                          0.00323                                           0.16523                                           0.01804                                           0.00546                                           -0.00883                                          0.01451                                           0.14547                                           -0.20003                                          -0.15024                                          -0.12382                                          0.13078                                           0.04491                                           0.08516                                           0.08007                                           0.17839                                           0.00994                                           0.05465                                           -0.00309                                          0.09003                                           0.09704                                           0.07822                                           0.48770                                           
0.63 0.84                                         33.71021                                          0.18586                                           0.15046                                           -0.03750                                          0.04842                                           0.04795                                           0.00322                                           0.21572                                           0.01866                                           0.00547                                           -0.02723                                          -0.02597                                          0.16132                                           -0.17544                                          -0.15447                                          -0.14235                                          0.14077                                           0.05229                                           0.09431                                           0.04444                                           0.17033                                           0.01153                                           0.05172                                           0.01809                                           0.08347                                           0.51169                                           0.07736                                           0.71993                                           
0.84 1.05                                         33.10969                                          0.18779                                           0.15504                                           -0.02193                                          0.05057                                           0.04321                                           0.00315                                           0.20535                                           0.02921                                           0.00537                                           0.02246                                           0.01785                                           0.20913                                           -0.19454                                          -0.15749                                          -0.14639                                          0.14622                                           0.10573                                           0.12300                                           0.01780                                           0.17763                                           0.01657                                           0.04173                                           -0.02764                                          0.07447                                           0.29982                                           0.07953                                           0.62027                                           
1.05 1.37                                         33.92389                                          0.13025                                           0.09535                                           0.02529                                           0.05277                                           0.03509                                           0.00323                                           0.09904                                           0.03480                                           0.00550                                           0.01386                                           -0.02429                                          0.21293                                           -0.16405                                          -0.14083                                          -0.10977                                          0.13238                                           0.07346                                           0.19671                                           -0.00166                                          0.18960                                           0.01297                                           0.04707                                           -0.05254                                          0.07354                                           0.10234                                           0.05103                                           0.50093                                           
1.37 1.52                                         33.05174                                          0.17817                                           0.09416                                           -0.00516                                          0.05359                                           -0.06083                                          0.00316                                           0.10673                                           0.01889                                           0.00536                                           0.05797                                           -0.02310                                          0.19021                                           -0.12552                                          -0.15426                                          -0.12252                                          0.10385                                           0.05849                                           0.28131                                           -0.00651                                          0.17669                                           0.00793                                           0.05440                                           -0.04951                                          0.07952                                           0.07567                                           0.07242                                           0.51890                                           
1.52 1.74                                         33.35857                                          0.14564                                           0.06648                                           -0.01751                                          0.06025                                           0.01635                                           0.00326                                           0.09417                                           0.01516                                           0.00541                                           0.04111                                           0.10088                                           0.23200                                           -0.17084                                          -0.14827                                          -0.09958                                          0.12814                                           0.10552                                           0.37423                                           -0.00225                                          0.16706                                           0.01206                                           0.06293                                           -0.01456                                          0.08937                                           0.20418                                           0.05537                                           0.63017                                           
1.74 1.95                                         32.46927                                          0.15216                                           0.07512                                           -0.00711                                          0.06088                                           0.03695                                           0.00317                                           0.09943                                           0.01903                                           0.00527                                           0.03607                                           0.04071                                           0.23738                                           -0.16317                                          -0.14273                                          -0.12529                                          0.12827                                           0.09304                                           0.48696                                           0.01154                                           0.16340                                           0.01196                                           0.05965                                           -0.02082                                          0.13086                                           0.18788                                           0.05599                                           0.70130                                           
1.95 2.18                                         32.32335                                          0.14798                                           0.07909                                           -0.01496                                          0.06767                                           0.08957                                           0.00350                                           0.11362                                           0.02383                                           0.00524                                           -0.03301                                          0.12981                                           0.22612                                           -0.17277                                          -0.13059                                          -0.11212                                          0.11646                                           0.08419                                           0.63253                                           0.03527                                           0.20674                                           0.01039                                           0.06956                                           -0.00725                                          0.14785                                           0.12238                                           0.05524                                           0.81900                                           
2.18 2.4                                          30.38718                                          0.14567                                           0.07327                                           -0.00154                                          0.07174                                           0.08469                                           0.00310                                           0.12188                                           0.02280                                           0.00493                                           0.04386                                           0.13293                                           0.21365                                           -0.14349                                          -0.14683                                          -0.13611                                          0.12624                                           0.11199                                           0.75910                                           0.06565                                           0.28699                                           0.01155                                           0.11109                                           -0.02108                                          0.19229                                           0.37534                                           0.05658                                           1.02194                                           
