30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            104.40443                                         0.34931                                           0.28628                                           -0.24610                                          0.13810                                           0.05047                                           0.05492                                           0.65545                                           0.17716                                           0.05972                                           -0.05476                                          -0.06228                                          -0.09293                                          0.14313                                           0.04324                                           0.94907                                           0.18869                                           -0.29967                                          -0.90810                                          1.31832                                           0.60782                                           0.01419                                           0.82346                                           0.57088                                           0.37567                                           0.34587                                           0.43762                                           2.46663                                           
0.21 0.42                                         104.42921                                         0.30356                                           0.20711                                           -0.20280                                          0.13934                                           0.10265                                           0.05553                                           0.58125                                           0.06068                                           0.05973                                           0.01626                                           0.01652                                           -0.08904                                          0.13547                                           0.14058                                           0.91709                                           0.22974                                           -0.06017                                          -0.99944                                          1.35245                                           0.42610                                           0.03140                                           0.83254                                           0.54882                                           0.38371                                           0.63626                                           0.37404                                           2.47043                                           
0.42 0.63                                         102.57815                                         0.29931                                           0.18862                                           -0.19380                                          0.13906                                           -0.00882                                          0.05486                                           0.55914                                           0.05512                                           0.05868                                           -0.02183                                          -0.02072                                          -0.07419                                          0.11677                                           -0.02729                                          0.96567                                           0.24766                                           -0.18241                                          -1.02316                                          1.33662                                           0.32378                                           0.02061                                           0.83676                                           0.54001                                           0.43382                                           0.38180                                           0.37250                                           2.42194                                           
0.63 0.84                                         105.85417                                         0.33276                                           0.24743                                           0.00120                                           0.14625                                           0.15988                                           0.05665                                           0.85113                                           0.05806                                           0.06055                                           0.02804                                           0.01296                                           -0.13569                                          0.14265                                           0.01979                                           1.06971                                           0.23517                                           0.06872                                           -1.04896                                          1.36186                                           0.31632                                           0.02135                                           0.84926                                           0.59068                                           0.47898                                           0.66089                                           0.40917                                           2.65453                                           
0.84 1.05                                         105.51299                                         0.33996                                           0.28133                                           0.09591                                           0.15632                                           0.14974                                           0.05718                                           0.85370                                           0.09609                                           0.06035                                           0.01702                                           -0.02607                                          -0.09719                                          0.10005                                           0.14853                                           1.13268                                           0.28419                                           -0.07043                                          -0.98928                                          1.31429                                           0.33274                                           0.02564                                           0.91555                                           0.62069                                           0.51151                                           0.82000                                           0.40405                                           2.72571                                           
1.05 1.37                                         108.67881                                         0.25577                                           0.16506                                           0.12661                                           0.17193                                           0.11740                                           0.06655                                           0.51192                                           0.11136                                           0.06216                                           0.07068                                           -0.04719                                          -0.14805                                          0.12039                                           0.03307                                           1.12336                                           0.28778                                           -0.01822                                          -0.87307                                          1.25971                                           0.35573                                           0.02355                                           0.87472                                           0.59580                                           0.53718                                           0.47620                                           0.26384                                           2.43731                                           
1.37 1.52                                         109.14428                                         0.34038                                           0.17638                                           -0.05640                                          0.16488                                           -0.22664                                          0.05936                                           0.56269                                           0.06224                                           0.06243                                           -0.06508                                          0.01734                                           -0.11866                                          0.08048                                           0.20172                                           1.23470                                           0.26548                                           -0.15557                                          -0.67873                                          1.14584                                           0.34058                                           0.04095                                           1.02358                                           0.71515                                           0.54612                                           0.60744                                           0.39665                                           2.52996                                           
1.52 1.74                                         110.94383                                         0.28247                                           0.15819                                           -0.03464                                          0.17227                                           0.06274                                           0.05979                                           0.45286                                           0.05027                                           0.06346                                           0.03843                                           0.06977                                           -0.11780                                          0.06754                                           0.25198                                           1.40694                                           0.36749                                           -0.08077                                          -0.48560                                          1.04542                                           0.32248                                           0.04403                                           1.08972                                           0.44734                                           0.54218                                           0.81773                                           0.34663                                           2.52772                                           
1.74 1.95                                         112.83897                                         0.30274                                           0.16094                                           -0.01603                                          0.18449                                           0.13468                                           0.06218                                           0.49930                                           0.06605                                           0.06454                                           -0.03431                                          0.07302                                           -0.08334                                          0.06894                                           0.27496                                           1.31419                                           0.28062                                           0.11600                                           -0.20081                                          0.89537                                           0.32593                                           0.04401                                           1.09477                                           0.62182                                           0.50374                                           1.99420                                           0.34475                                           3.02290                                           
1.95 2.18                                         108.33074                                         0.28192                                           0.17454                                           -0.09504                                          0.18704                                           0.30062                                           0.05825                                           0.51497                                           0.07975                                           0.06197                                           -0.06829                                          -0.18121                                          -0.17771                                          0.12994                                           0.26732                                           1.26179                                           0.26191                                           -0.03968                                          0.15023                                           0.66592                                           0.39560                                           0.03265                                           1.05136                                           0.44227                                           0.49309                                           1.39987                                           0.33896                                           2.55060                                           
2.18 2.4                                          98.52283                                          0.27153                                           0.15654                                           -0.03918                                          0.18239                                           0.27274                                           0.05309                                           0.47543                                           0.07429                                           0.05636                                           -0.07777                                          -0.17335                                          -0.19249                                          -0.10779                                          0.28040                                           1.07139                                           0.24130                                           0.08081                                           0.50811                                           0.39816                                           0.53325                                           0.03091                                           1.00374                                           0.38481                                           0.43883                                           1.56576                                           0.29736                                           2.51743                                           
