30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            32.29677                                          0.22809                                           0.11192                                           -0.09012                                          0.04761                                           -0.01624                                          0.02116                                           0.32845                                           0.05543                                           0.02797                                           0.03852                                           0.01319                                           -0.06259                                          -0.07657                                          0.19622                                           1.23509                                           0.34481                                           0.23618                                           0.24918                                           0.44635                                           0.78962                                           0.04787                                           0.16227                                           0.63102                                           0.31391                                           0.73753                                           0.47369                                           2.01592                                           
0.21 0.42                                         29.93240                                          0.19077                                           0.06332                                           -0.01523                                          0.04481                                           0.00308                                           0.01993                                           0.23618                                           0.01687                                           0.02593                                           0.01387                                           0.02510                                           -0.10468                                          -0.09529                                          0.15139                                           1.28443                                           0.18943                                           -0.07310                                          0.14596                                           0.43337                                           0.51188                                           0.04498                                           0.17610                                           0.67840                                           0.31797                                           0.69228                                           0.41672                                           1.87525                                           
0.42 0.63                                         31.43170                                          0.19096                                           0.07266                                           -0.07635                                          0.04750                                           -0.01902                                          0.02097                                           0.23664                                           0.01688                                           0.02722                                           0.02822                                           -0.02985                                          -0.06229                                          -0.06008                                          0.08969                                           1.31665                                           0.28604                                           0.15103                                           0.06541                                           0.48066                                           0.42215                                           0.04840                                           0.17410                                           0.77576                                           0.33558                                           0.86769                                           0.40442                                           2.00091                                           
0.63 0.84                                         30.44926                                          0.20402                                           0.09888                                           -0.07267                                          0.04672                                           -0.03912                                          0.02038                                           0.31800                                           0.01767                                           0.02637                                           -0.01979                                          0.02804                                           -0.01578                                          0.00639                                           0.14552                                           1.29748                                           0.22683                                           0.19497                                           -0.02044                                          0.49515                                           0.39683                                           0.03779                                           0.18850                                           0.40877                                           0.33408                                           0.64261                                           0.43913                                           1.80039                                           
0.84 1.05                                         29.68616                                          0.19533                                           0.09698                                           -0.00781                                          0.04814                                           0.00393                                           0.01979                                           0.30045                                           0.02754                                           0.02571                                           0.00913                                           -0.01844                                          -0.02563                                          0.03330                                           0.18272                                           1.33297                                           0.27887                                           -0.15450                                          -0.10035                                          0.51614                                           0.41332                                           0.02840                                           0.28733                                           0.58711                                           0.31486                                           0.55055                                           0.42890                                           1.86534                                           
1.05 1.37                                         28.72893                                          0.14338                                           0.04740                                           0.04687                                           0.04634                                           -0.02994                                          0.01923                                           0.15709                                           0.02955                                           0.02488                                           0.07686                                           0.05398                                           -0.08391                                          -0.03860                                          0.19385                                           1.22220                                           0.21047                                           0.12136                                           -0.19356                                          0.54667                                           0.41674                                           0.01820                                           0.20297                                           0.58677                                           0.30608                                           0.47621                                           0.30300                                           1.71751                                           
1.37 1.52                                         27.51664                                          0.19511                                           0.01215                                           0.00543                                           0.04550                                           -0.00246                                          0.01859                                           0.17172                                           0.01562                                           0.02383                                           0.05979                                           -0.04193                                          -0.05702                                          -0.03193                                          0.23745                                           1.22474                                           0.32128                                           -0.14556                                          -0.26572                                          0.56938                                           0.38124                                           0.03121                                           0.24078                                           0.55315                                           0.30599                                           1.01482                                           0.42426                                           1.98289                                           
1.52 1.74                                         25.27468                                          0.15048                                           0.02259                                           -0.01848                                          0.04356                                           -0.00761                                          0.01725                                           0.12412                                           0.01180                                           0.02189                                           0.01489                                           0.04889                                           -0.06612                                          -0.02253                                          0.26681                                           1.26903                                           0.24711                                           -0.20218                                          -0.30119                                          0.55955                                           0.32736                                           0.02963                                           0.23225                                           0.53158                                           0.29722                                           0.48794                                           0.32932                                           1.75882                                           
1.74 1.95                                         26.80409                                          0.14977                                           0.02404                                           -0.03549                                          0.04679                                           -0.02388                                          0.01776                                           0.14311                                           0.01515                                           0.02322                                           -0.03336                                          0.05858                                           0.07499                                           0.04675                                           0.24581                                           1.41087                                           0.19450                                           0.18762                                           -0.38869                                          0.64255                                           0.34697                                           0.03111                                           0.36236                                           0.73692                                           0.26769                                           1.69635                                           0.36199                                           2.56953                                           
1.95 2.18                                         25.25764                                          0.14361                                           0.02860                                           -0.03273                                          0.04598                                           0.00573                                           0.01662                                           0.14685                                           0.01834                                           0.02188                                           0.04300                                           0.03998                                           -0.07910                                          -0.05912                                          0.23979                                           1.39373                                           0.22987                                           0.06588                                           -0.43187                                          0.65712                                           0.41291                                           0.01818                                           0.26996                                           0.60718                                           0.23739                                           0.39648                                           0.32335                                           1.90941                                           
2.18 2.4                                          23.79563                                          0.13871                                           0.01842                                           0.01181                                           0.04548                                           0.00120                                           0.01561                                           0.14794                                           0.01690                                           0.02061                                           -0.03390                                          -0.06598                                          -0.13717                                          -0.06231                                          0.21214                                           1.43043                                           0.35298                                           -0.13712                                          -0.46892                                          0.67305                                           0.57307                                           0.01785                                           0.29942                                           0.51030                                           0.21412                                           0.82822                                           0.35256                                           2.12035                                           
