30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            32.29258                                          0.22809                                           0.11190                                           -0.08952                                          0.04761                                           -0.01615                                          0.02117                                           0.32841                                           0.05543                                           0.02797                                           0.03850                                           0.01268                                           -0.06310                                          -0.07708                                          0.19969                                           1.23613                                           0.34432                                           0.23850                                           0.44901                                           0.53097                                           0.79241                                           0.04786                                           0.16239                                           0.63165                                           0.31410                                           0.88405                                           0.47327                                           2.12917                                           
0.21 0.42                                         29.91009                                          0.18830                                           0.06220                                           -0.01599                                          0.04480                                           0.00308                                           0.01991                                           0.23600                                           0.01686                                           0.02591                                           0.01375                                           0.02504                                           -0.10583                                          -0.09703                                          0.15176                                           1.28469                                           0.18575                                           -0.07492                                          0.33134                                           0.51142                                           0.51339                                           0.04495                                           0.17614                                           0.67560                                           0.31815                                           0.68850                                           0.40739                                           1.91410                                           
0.42 0.63                                         31.44325                                          0.18763                                           0.06358                                           -0.07586                                          0.04751                                           -0.01905                                          0.02097                                           0.23672                                           0.01688                                           0.02723                                           0.02863                                           -0.03035                                          -0.06141                                          -0.06071                                          0.09148                                           1.31616                                           0.28928                                           0.14438                                           0.26065                                           0.56318                                           0.42379                                           0.04842                                           0.17455                                           0.77553                                           0.33613                                           0.85951                                           0.41511                                           2.03650                                           
0.63 0.84                                         30.45760                                          0.20402                                           0.09891                                           -0.07156                                          0.04673                                           -0.03919                                          0.02038                                           0.31808                                           0.01768                                           0.02638                                           -0.02013                                          0.02806                                           -0.01685                                          0.00658                                           0.14697                                           1.29867                                           0.23052                                           0.19337                                           0.16872                                           0.57503                                           0.39821                                           0.03780                                           0.18848                                           0.40865                                           0.33425                                           0.64552                                           0.43680                                           1.83365                                           
0.84 1.05                                         29.68383                                          0.19586                                           0.09005                                           -0.00815                                          0.04815                                           0.00395                                           0.01979                                           0.30043                                           0.02754                                           0.02571                                           0.00926                                           -0.01861                                          -0.02649                                          0.03311                                           0.18216                                           1.33209                                           0.27774                                           -0.14875                                          0.08393                                           0.59381                                           0.41456                                           0.02840                                           0.28747                                           0.58696                                           0.31522                                           0.55028                                           0.42788                                           1.88586                                           
1.05 1.37                                         28.71437                                          0.14944                                           0.05136                                           0.04679                                           0.04634                                           -0.02988                                          0.01925                                           0.15701                                           0.02954                                           0.02487                                           0.07672                                           0.05424                                           -0.08294                                          -0.03881                                          0.19445                                           1.22020                                           0.21007                                           0.12369                                           -0.01552                                          0.62158                                           0.41778                                           0.01819                                           0.20286                                           0.58538                                           0.30619                                           0.47272                                           0.30395                                           1.72992                                           
1.37 1.52                                         27.51569                                          0.19210                                           0.01247                                           0.00553                                           0.04551                                           -0.00245                                          0.01859                                           0.17172                                           0.01562                                           0.02383                                           0.06112                                           -0.04030                                          -0.05608                                          -0.03093                                          0.23862                                           1.22846                                           0.31999                                           -0.13858                                          -0.09565                                          0.64144                                           0.38235                                           0.03121                                           0.24050                                           0.55289                                           0.30583                                           1.00888                                           0.42518                                           1.98833                                           
1.52 1.74                                         25.29049                                          0.15035                                           0.02054                                           -0.01852                                          0.04358                                           -0.00761                                          0.01726                                           0.12420                                           0.01181                                           0.02190                                           0.01529                                           0.04836                                           -0.06600                                          -0.02235                                          0.26889                                           1.26991                                           0.24562                                           -0.20644                                          -0.14552                                          0.62619                                           0.32848                                           0.02965                                           0.23233                                           0.53153                                           0.29740                                           0.48305                                           0.33876                                           1.76338                                           
1.74 1.95                                         26.80119                                          0.15487                                           0.02275                                           -0.03556                                          0.04677                                           -0.02385                                          0.01776                                           0.14309                                           0.01515                                           0.02321                                           -0.03334                                          0.05866                                           0.07671                                           0.04759                                           0.24536                                           1.41166                                           0.19356                                           0.19066                                           -0.22415                                          0.71279                                           0.34778                                           0.03110                                           0.36224                                           0.74042                                           0.26787                                           1.69703                                           0.35597                                           2.56975                                           
1.95 2.18                                         25.25255                                          0.14319                                           0.02715                                           -0.03273                                          0.04597                                           0.00572                                           0.01660                                           0.14682                                           0.01834                                           0.02187                                           0.04355                                           0.04007                                           -0.07934                                          -0.05903                                          0.23989                                           1.39367                                           0.22996                                           0.06484                                           -0.27758                                          0.72331                                           0.41380                                           0.01818                                           0.26983                                           0.60779                                           0.23723                                           0.38721                                           0.32711                                           1.90370                                           
2.18 2.4                                          23.79038                                          0.14356                                           0.01885                                           0.01188                                           0.04575                                           0.00115                                           0.01562                                           0.14790                                           0.01690                                           0.02061                                           -0.03427                                          -0.06564                                          -0.13753                                          -0.06227                                          0.21165                                           1.43024                                           0.35366                                           -0.13299                                          -0.32444                                          0.73547                                           0.57437                                           0.01785                                           0.29947                                           0.50871                                           0.21426                                           0.82516                                           0.34844                                           2.11185                                           
