30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            57.86270                                          0.27133                                           0.15288                                           -0.14967                                          0.08067                                           0.02974                                           0.03578                                           0.60946                                           0.09821                                           0.05012                                           0.03507                                           0.07836                                           -0.07065                                          0.05142                                           0.34570                                           2.46432                                           0.57685                                           0.11238                                           -0.09407                                          2.49679                                           0.74239                                           0.06248                                           0.31942                                           1.29953                                           0.40343                                           0.64177                                           0.62214                                           4.06708                                           
0.21 0.42                                         57.27446                                          0.23455                                           0.08944                                           -0.08829                                          0.08040                                           0.05749                                           0.03570                                           0.44301                                           0.03337                                           0.04961                                           -0.01149                                          0.03264                                           -0.03292                                          0.08687                                           0.32658                                           2.32145                                           0.45719                                           -0.34173                                          -0.01387                                          2.25198                                           0.51464                                           0.07410                                           0.29376                                           1.51304                                           0.42154                                           0.97988                                           0.53540                                           3.89874                                           
0.42 0.63                                         58.27126                                          0.23639                                           0.08432                                           -0.17292                                          0.08240                                           -0.00379                                          0.03635                                           0.45532                                           0.03139                                           0.05047                                           0.01960                                           -0.00214                                          -0.07333                                          0.10072                                           0.29309                                           2.48533                                           0.29310                                           -0.04022                                          0.07103                                           2.13579                                           0.40737                                           0.05385                                           0.29423                                           1.11067                                           0.41727                                           0.91289                                           0.50198                                           3.73327                                           
0.63 0.84                                         60.67516                                          0.24922                                           0.14521                                           -0.12035                                          0.08656                                           0.09785                                           0.03763                                           0.62474                                           0.03340                                           0.05255                                           0.03164                                           -0.01728                                          -0.11912                                          0.10463                                           0.24938                                           2.53769                                           0.37696                                           0.24784                                           0.16734                                           2.13277                                           0.40507                                           0.05812                                           0.33604                                           1.42098                                           0.42433                                           1.55247                                           0.56266                                           4.11865                                           
0.84 1.05                                         60.02695                                          0.24757                                           0.14347                                           0.03901                                           0.09140                                           0.09454                                           0.03756                                           0.60736                                           0.05522                                           0.05199                                           0.03406                                           0.02425                                           -0.16311                                          0.10720                                           0.45902                                           2.82891                                           0.46128                                           0.32142                                           0.26259                                           2.08973                                           0.42430                                           0.03967                                           0.50360                                           1.42666                                           0.44694                                           0.54234                                           0.59590                                           4.09150                                           
1.05 1.37                                         60.59174                                          0.18824                                           0.06668                                           0.08987                                           0.09120                                           0.06725                                           0.03778                                           0.31520                                           0.06198                                           0.05248                                           0.02593                                           0.07782                                           -0.13596                                          0.08505                                           0.26917                                           2.65233                                           0.41877                                           0.12001                                           0.39538                                           2.18431                                           0.44417                                           0.04868                                           0.38204                                           1.30411                                           0.43914                                           1.52395                                           0.40476                                           4.13705                                           
1.37 1.52                                         59.93760                                          0.24274                                           0.04405                                           -0.09941                                          0.09196                                           -0.12995                                          0.03762                                           0.37284                                           0.03426                                           0.05191                                           0.08160                                           0.06449                                           -0.07123                                          0.07206                                           0.39584                                           2.88376                                           0.47485                                           -0.25261                                          0.51164                                           2.31943                                           0.41844                                           0.03584                                           0.51217                                           1.24990                                           0.45671                                           1.57791                                           0.56171                                           4.42955                                           
1.52 1.74                                         61.05008                                          0.20232                                           0.01743                                           -0.02112                                          0.09605                                           0.03542                                           0.03801                                           0.32175                                           0.02761                                           0.05288                                           -0.07290                                          -0.05788                                          -0.19972                                          0.10196                                           0.50704                                           3.03064                                           0.49138                                           0.04152                                           0.62195                                           2.55236                                           0.39785                                           0.03894                                           0.63507                                           1.39419                                           0.43469                                           2.22422                                           0.48134                                           4.96385                                           
1.74 1.95                                         58.60597                                          0.20263                                           0.04027                                           -0.01138                                          0.09624                                           0.07206                                           0.03663                                           0.30606                                           0.03433                                           0.05076                                           -0.01766                                          -0.04784                                          -0.12130                                          0.05369                                           0.49887                                           2.84836                                           0.29316                                           0.14176                                           0.71397                                           2.72857                                           0.38336                                           0.04152                                           0.65146                                           1.45953                                           0.42729                                           3.22579                                           0.50813                                           5.48707                                           
1.95 2.18                                         56.92461                                          0.19282                                           0.02582                                           -0.03101                                          0.09742                                           0.16701                                           0.03503                                           0.33219                                           0.04195                                           0.04930                                           0.06382                                           0.07297                                           -0.14635                                          0.06038                                           0.59530                                           2.77257                                           0.48959                                           0.11188                                           0.81449                                           2.99892                                           0.47555                                           0.04504                                           0.68556                                           1.41229                                           0.37974                                           4.49419                                           0.46724                                           6.43373                                           
2.18 2.4                                          49.85041                                          0.18232                                           0.02506                                           -0.00688                                          0.09989                                           0.15524                                           0.03974                                           0.31935                                           0.03752                                           0.04318                                           -0.01470                                          0.16383                                           -0.14880                                          0.06190                                           0.38078                                           2.61796                                           0.35247                                           0.21075                                           0.82604                                           3.00438                                           0.61752                                           0.04650                                           0.64362                                           1.11716                                           0.37052                                           3.40708                                           0.46003                                           5.57436                                           
