30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            133.93689                                         0.40010                                           0.34400                                           -0.33062                                          0.17448                                           -0.05420                                          0.01711                                           0.67943                                           0.22800                                           0.03395                                           -0.02335                                          0.01420                                           0.01760                                           -0.05925                                          -0.19695                                          -0.62484                                          0.03374                                           0.06246                                           -0.40059                                          -0.60189                                          0.73529                                           0.04046                                           0.17530                                           -0.16509                                          0.13888                                           0.65445                                           0.18068                                           1.67874                                           
0.21 0.42                                         132.74873                                         0.33706                                           0.24002                                           -0.11849                                          0.17348                                           0.00697                                           0.01698                                           0.55788                                           0.07464                                           0.03365                                           -0.02131                                          -0.01671                                          0.07026                                           -0.03440                                          -0.13626                                          -0.52934                                          0.03158                                           0.02708                                           -0.14435                                          -0.63477                                          0.50826                                           0.02726                                           0.13167                                           -0.14206                                          0.14291                                           0.40373                                           0.15872                                           1.28698                                           
0.42 0.63                                         131.40706                                         0.35001                                           0.23026                                           -0.22580                                          0.17390                                           -0.06172                                          0.01683                                           0.52665                                           0.07079                                           0.03331                                           0.02547                                           0.06899                                           0.06583                                           -0.12593                                          -0.15354                                          -0.57854                                          0.03104                                           0.02335                                           0.06552                                           -0.68992                                          0.38869                                           0.02897                                           0.14585                                           -0.23071                                          0.14448                                           0.40606                                           0.15668                                           1.31310                                           
0.63 0.84                                         129.80428                                         0.36477                                           0.29501                                           -0.03896                                          0.17525                                           -0.14702                                          0.01663                                           0.67723                                           0.07570                                           0.03290                                           0.03506                                           0.04190                                           0.04832                                           -0.06923                                          -0.19467                                          -0.56127                                          0.06166                                           -0.05094                                          0.22936                                           -0.76576                                          0.36567                                           0.03622                                           0.13875                                           -0.19742                                          0.15829                                           0.27336                                           0.17074                                           1.39184                                           
0.84 1.05                                         126.10074                                         0.37040                                           0.28830                                           0.14048                                           0.18236                                           0.00033                                           0.01624                                           0.67679                                           0.11478                                           0.03196                                           0.01363                                           0.04095                                           0.02780                                           -0.07517                                          -0.14094                                          -0.55436                                          0.03576                                           -0.01755                                          0.34271                                           -0.84856                                          0.37706                                           0.03941                                           0.12393                                           -0.21766                                          0.17689                                           0.36370                                           0.16696                                           1.47684                                           
1.05 1.37                                         124.98505                                         0.27492                                           0.20385                                           0.08780                                           0.18367                                           -0.11334                                          0.01622                                           0.38230                                           0.12760                                           0.03168                                           -0.10374                                          -0.12472                                          0.08118                                           -0.00449                                          -0.17109                                          -0.49665                                          0.04419                                           0.05588                                           0.43298                                           -1.00415                                          0.38915                                           0.03106                                           0.16597                                           -0.20262                                          0.22254                                           0.35738                                           0.11515                                           1.47675                                           
1.37 1.52                                         120.38145                                         0.36131                                           0.20365                                           -0.02196                                          0.18466                                           -0.00230                                          0.01582                                           0.39291                                           0.06802                                           0.03051                                           -0.07318                                          -0.05667                                          -0.07753                                          -0.05712                                          -0.16228                                          -0.47593                                          0.05242                                           -0.09488                                          0.44580                                           -1.13544                                          0.35794                                           0.03815                                           0.16831                                           -0.26898                                          0.28912                                           0.34748                                           0.16813                                           1.57147                                           
1.52 1.74                                         117.54491                                         0.29105                                           0.17394                                           -0.02963                                          0.19012                                           -0.02815                                          0.01557                                           0.32830                                           0.05490                                           0.02979                                           -0.04353                                          -0.06305                                          0.06629                                           -0.03125                                          -0.12802                                          -0.45064                                          0.04716                                           0.06348                                           0.42452                                           -1.25675                                          0.32655                                           0.01982                                           0.14888                                           -0.33800                                          0.33309                                           0.74387                                           0.13867                                           1.76169                                           
1.74 1.95                                         113.19384                                         0.29754                                           0.17566                                           -0.05388                                          0.19595                                           -0.09040                                          0.01513                                           0.35299                                           0.06397                                           0.02869                                           0.00435                                           -0.11513                                          0.10642                                           0.03445                                           -0.14799                                          -0.47880                                          0.02971                                           -0.07430                                          0.36169                                           -1.39587                                          0.31496                                           0.01950                                           0.15756                                           -0.33430                                          0.37172                                           0.36087                                           0.12220                                           1.75846                                           
1.95 2.18                                         106.71671                                         0.27913                                           0.17263                                           -0.09266                                          0.20052                                           0.01936                                           0.01446                                           0.35637                                           0.07755                                           0.02705                                           -0.06844                                          -0.20418                                          0.07583                                           0.01886                                           -0.15285                                          -0.44171                                          0.04663                                           0.06881                                           0.25877                                           -1.51601                                          0.37781                                           0.02737                                           0.12352                                           -0.31976                                          0.38966                                           0.36167                                           0.11869                                           1.84763                                           
2.18 2.4                                          100.72360                                         0.28282                                           0.16998                                           0.02378                                           0.20520                                           -0.00304                                          0.01370                                           0.34888                                           0.07167                                           0.02553                                           -0.08921                                          -0.30581                                          -0.02066                                          -0.08665                                          -0.18258                                          -0.47939                                          0.02881                                           0.12639                                           0.12856                                           -1.64459                                          0.52832                                           0.04398                                           0.11707                                           -0.34054                                          0.37573                                           0.32745                                           0.13232                                           1.99662                                           
