30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            143.07150                                         0.40857                                           0.35743                                           -0.29089                                          0.18641                                           0.07004                                           0.04908                                           0.75673                                           0.24309                                           0.05463                                           0.03874                                           0.03879                                           -0.10941                                          0.23658                                           -0.11941                                          -0.22568                                          0.08757                                           -0.07703                                          0.16159                                           -0.24647                                          0.72770                                           0.06767                                           0.50357                                           -0.19556                                          0.24029                                           0.41106                                           0.29215                                           1.50458                                           
0.21 0.42                                         143.30385                                         0.35495                                           0.25395                                           -0.31518                                          0.18712                                           0.13537                                           0.04922                                           0.64129                                           0.08340                                           0.05471                                           0.02028                                           -0.02946                                          -0.12195                                          0.23802                                           -0.14940                                          -0.22265                                          0.15052                                           0.11189                                           0.36512                                           -0.61925                                          0.51188                                           0.04998                                           0.57597                                           -0.02992                                          0.25337                                           0.56072                                           0.25468                                           1.54210                                           
0.42 0.63                                         144.47260                                         0.35772                                           0.24885                                           -0.32441                                          0.19093                                           -0.00652                                          0.04976                                           0.67985                                           0.07776                                           0.05516                                           -0.07730                                          0.02653                                           -0.15944                                          0.23408                                           -0.07810                                          -0.25655                                          0.06368                                           -0.23810                                          0.55063                                           -0.91671                                          0.39513                                           0.05826                                           0.55410                                           0.09393                                           0.27847                                           0.39490                                           0.25494                                           1.67762                                           
0.63 0.84                                         146.45031                                         0.38607                                           0.30800                                           -0.02712                                          0.19833                                           0.21180                                           0.05070                                           0.89517                                           0.08044                                           0.05592                                           -0.02364                                          -0.00830                                          -0.13132                                          0.21646                                           -0.15688                                          -0.15986                                          0.11869                                           0.14018                                           0.72052                                           -1.14153                                          0.37223                                           0.05493                                           0.58382                                           -0.22137                                          0.31876                                           0.26754                                           0.27190                                           1.93460                                           
0.84 1.05                                         146.99926                                         0.40229                                           0.32317                                           0.07562                                           0.21238                                           0.19343                                           0.05113                                           1.01899                                           0.13342                                           0.05613                                           -0.01221                                          -0.01453                                          -0.09818                                          0.15580                                           -0.13547                                          -0.16853                                          0.16243                                           0.13672                                           0.86341                                           -1.27440                                          0.39053                                           0.03753                                           0.61509                                           -0.06130                                          0.35144                                           0.56893                                           0.26846                                           2.19216                                           
1.05 1.37                                         150.64337                                         0.29218                                           0.20489                                           0.17804                                           0.22086                                           0.15554                                           0.05298                                           0.57329                                           0.15442                                           0.05752                                           -0.07260                                          0.05495                                           -0.16360                                          0.13995                                           -0.19033                                          -0.21109                                          0.13560                                           -0.08782                                          1.03280                                           -1.34877                                          0.41444                                           0.02807                                           0.55211                                           0.02772                                           0.44334                                           0.22505                                           0.19691                                           2.07768                                           
1.37 1.52                                         151.00867                                         0.39586                                           0.23281                                           -0.07069                                          0.22839                                           -0.28226                                          0.05354                                           0.60866                                           0.08630                                           0.05766                                           -0.03727                                          -0.05631                                          -0.15576                                          0.16592                                           -0.08797                                          -0.17150                                          0.17242                                           0.03691                                           1.13569                                           -1.27447                                          0.39550                                           0.04713                                           0.53983                                           -0.11228                                          0.51110                                           0.45857                                           0.26428                                           2.14890                                           
1.52 1.74                                         153.34721                                         0.33322                                           0.16696                                           -0.04913                                          0.24181                                           0.08188                                           0.05440                                           0.52109                                           0.06946                                           0.05855                                           -0.09856                                          -0.05156                                          -0.16615                                          0.18090                                           -0.12578                                          -0.13061                                          0.17173                                           -0.01903                                          1.21260                                           -1.15457                                          0.37212                                           0.06254                                           0.61256                                           -0.09467                                          0.52008                                           0.49947                                           0.22273                                           2.10077                                           
1.74 1.95                                         155.57623                                         0.35502                                           0.20651                                           0.00556                                           0.25850                                           0.18153                                           0.05502                                           0.60549                                           0.09111                                           0.05940                                           0.01421                                           -0.02228                                          -0.18511                                          0.16855                                           -0.10124                                          -0.19159                                          0.12946                                           -0.07124                                          1.27667                                           -0.91956                                          0.36991                                           0.03912                                           0.61304                                           -0.19024                                          0.50817                                           1.11735                                           0.22277                                           2.28872                                           
1.95 2.18                                         153.03902                                         0.33551                                           0.21054                                           -0.11691                                          0.27257                                           0.41033                                           0.05520                                           0.60054                                           0.11267                                           0.05843                                           -0.03130                                          0.08021                                           -0.23106                                          0.17288                                           -0.11818                                          -0.17275                                          0.19045                                           0.09476                                           1.27687                                           -0.55570                                          0.45622                                           0.04168                                           0.66634                                           -0.04244                                          0.49035                                           1.09905                                           0.21720                                           2.22500                                           
2.18 2.4                                          147.34551                                         0.34633                                           0.20545                                           0.00398                                           0.28043                                           0.39955                                           0.05266                                           0.63837                                           0.11086                                           0.05626                                           0.06458                                           0.12609                                           -0.21195                                          0.22302                                           -0.13441                                          -0.25567                                          0.11598                                           -0.03430                                          1.22416                                           -0.09540                                          0.65412                                           0.04817                                           0.63707                                           -0.22961                                          0.43032                                           1.16878                                           0.22333                                           2.21734                                           
