30
/                                                 Sigma                                             StatUncertainty                                   StatMCUncertainty                                 MuonTriggerSF                                     MuonRecoSF                                        MuonRecoSFOpt                                     MuonIsoSF                                         MuonTriggerSFstat                                 MuonRecoSFstat                                    MuonIsoSFstat                                     MuonResID                                         MuonResMS                                         MuonScaleK                                        MuonScaleC                                        MetScale                                          MetRes                                            JetScale                                          JetRes                                            TheoryME_smoothed                                 TheoryPS_smoothed                                 ONLYUNFTheoryPS_Uncorr_smoothed                   TheoryPDF                                         WPtReweightingSherpa                              PileupScale                                       BkgEWKnotop                                       BkgQCDAntiIso                                     BackgroundStatisticalUncertainty                  TotalSyst                                         
0 0.21                                            33.97470                                          0.19787                                           0.16919                                           -0.09399                                          0.04707                                           0.01631                                           0.00326                                           0.21952                                           0.05767                                           0.00551                                           0.00724                                           0.01240                                           0.18597                                           -0.27720                                          -0.13861                                          -0.14758                                          0.14038                                           0.19738                                           0.16215                                           0.12888                                           0.33321                                           0.01548                                           0.03027                                           0.00321                                           0.09336                                           0.24775                                           0.08578                                           0.73167                                           
0.21 0.42                                         33.92643                                          0.17398                                           0.13280                                           -0.07786                                          0.04714                                           0.03336                                           0.00326                                           0.17728                                           0.01976                                           0.00550                                           0.02372                                           -0.00691                                          0.20020                                           -0.24893                                          -0.12375                                          -0.16504                                          0.14757                                           0.03894                                           0.12702                                           0.07372                                           0.23224                                           0.01890                                           0.03397                                           -0.00909                                          0.09223                                           0.11311                                           0.07466                                           0.57564                                           
0.42 0.63                                         33.67100                                          0.16635                                           0.11238                                           -0.06226                                          0.04734                                           -0.00228                                          0.00323                                           0.16524                                           0.01804                                           0.00546                                           -0.00933                                          0.01320                                           0.14572                                           -0.20029                                          -0.14997                                          -0.12398                                          0.13083                                           0.03991                                           0.11329                                           0.02802                                           0.17837                                           0.00994                                           0.05466                                           -0.00229                                          0.08979                                           0.09624                                           0.07772                                           0.48631                                           
0.63 0.84                                         33.71778                                          0.18282                                           0.14568                                           -0.03721                                          0.04843                                           0.04794                                           0.00322                                           0.21577                                           0.01866                                           0.00547                                           -0.02664                                          -0.02544                                          0.16081                                           -0.17446                                          -0.15442                                          -0.14238                                          0.13922                                           0.05480                                           0.12255                                           -0.00771                                          0.17033                                           0.01153                                           0.05181                                           0.01457                                           0.08330                                           0.51075                                           0.07513                                           0.72036                                           
0.84 1.05                                         33.10167                                          0.18397                                           0.14646                                           -0.02234                                          0.05057                                           0.04331                                           0.00315                                           0.20530                                           0.02920                                           0.00537                                           0.02220                                           0.01689                                           0.20812                                           -0.19485                                          -0.15791                                          -0.14609                                          0.14389                                           0.10252                                           0.15074                                           -0.03343                                          0.17755                                           0.01656                                           0.04169                                           -0.02839                                          0.07490                                           0.31649                                           0.08112                                           0.63207                                           
1.05 1.37                                         33.92677                                          0.13037                                           0.08099                                           0.02544                                           0.05277                                           0.03510                                           0.00323                                           0.09905                                           0.03481                                           0.00550                                           0.01361                                           -0.02380                                          0.21263                                           -0.16360                                          -0.14110                                          -0.11036                                          0.13124                                           0.07379                                           0.22528                                           -0.05415                                          0.18958                                           0.01297                                           0.04715                                           -0.05373                                          0.07316                                           0.09878                                           0.05095                                           0.51223                                           
1.37 1.52                                         33.05358                                          0.17832                                           0.08917                                           -0.00492                                          0.05359                                           -0.06086                                          0.00316                                           0.10673                                           0.01889                                           0.00536                                           0.05649                                           -0.02305                                          0.19084                                           -0.12606                                          -0.15457                                          -0.12160                                          0.10324                                           0.05657                                           0.30922                                           -0.05762                                          0.17666                                           0.00793                                           0.05441                                           -0.05112                                          0.07947                                           0.07638                                           0.07393                                           0.53694                                           
1.52 1.74                                         33.36489                                          0.14406                                           0.07604                                           -0.01765                                          0.06025                                           0.01637                                           0.00326                                           0.09419                                           0.01517                                           0.00541                                           0.04034                                           0.09969                                           0.23173                                           -0.17042                                          -0.14793                                          -0.09913                                          0.12712                                           0.10364                                           0.40253                                           -0.05380                                          0.16706                                           0.01207                                           0.06301                                           -0.01347                                          0.08895                                           0.20938                                           0.05582                                           0.65119                                           
1.74 1.95                                         32.47182                                          0.15099                                           0.07430                                           -0.00729                                          0.06088                                           0.03680                                           0.00317                                           0.09944                                           0.01904                                           0.00527                                           0.03638                                           0.04040                                           0.23728                                           -0.16349                                          -0.14285                                          -0.12584                                          0.12753                                           0.09452                                           0.51456                                           -0.03858                                          0.16338                                           0.01196                                           0.05983                                           -0.02084                                          0.13062                                           0.19630                                           0.05247                                           0.72374                                           
1.95 2.18                                         32.31929                                          0.14720                                           0.07166                                           -0.01491                                          0.06766                                           0.08956                                           0.00322                                           0.11361                                           0.02383                                           0.00524                                           -0.03294                                          0.12937                                           0.22568                                           -0.17236                                          -0.13077                                          -0.11132                                          0.11665                                           0.08652                                           0.65997                                           -0.01454                                          0.20668                                           0.01038                                           0.06967                                           -0.00829                                          0.14801                                           0.12628                                           0.05346                                           0.83949                                           
2.18 2.4                                          30.38487                                          0.14664                                           0.08074                                           -0.00154                                          0.07174                                           0.08470                                           0.00310                                           0.12187                                           0.02280                                           0.00493                                           0.04435                                           0.13190                                           0.21371                                           -0.14341                                          -0.14683                                          -0.13633                                          0.12615                                           0.11396                                           0.78501                                           0.01892                                           0.28691                                           0.01155                                           0.11089                                           -0.02148                                          0.19243                                           0.37678                                           0.05576                                           1.04058                                           
